NMec = 98629
T = 40
P = 8
Profits not ignored
Solution time = 1.813e+03
Best Profit = 58305
Terminal Cases = 236610284236
Task date  Profit    P
  0   5     791      0   
  0   19    4924     1   
  1   14    1194     -1  
  1   15    1676     -1  
  2   5     567      2   
  2   8     901      3   
  2   12    1623     4   
  2   22    5238     5   
  5   17    1370     -1  
  5   27    5737     6   
  5   31    4293     7   
  7   17    1556     -1  
  7   18    2598     0   
  8   13    994      2   
  8   20    1000     -1  
  8   40    4089     -1  
  9   23    1660     -1  
  10  23    1154     -1  
  10  24    1146     -1  
  10  35    2158     -1  
  14  24    2339     2   
  14  31    2666     3   
  14  32    4238     4   
  15  27    1163     -1  
  16  24    1162     -1  
  17  25    943      -1  
  19  39    2093     0   
  23  31    1038     1   
  28  33    423      -1  
  28  35    745      -1  
  28  38    1968     2   
  29  36    1069     -1  
  29  49    2342     5   
  30  41    2586     6   
  32  36    897      1   
  32  42    3225     3   
  32  47    2016     7   
  35  45    1499     4   
  38  44    1695     1   
  40  49    2037     0   
End
