NMec = 98629
T = 23
P = 8
Profits not ignored
Solution time = 3.512e-02
Best Profit = 35269
Terminal Cases = 4341444
Task date  Profit    P
  1   11    1701     0   
  1   12    1422     -1  
  1   16    1937     1   
  1   22    4296     2   
  2   13    1353     -1  
  2   23    6109     3   
  3   26    3332     4   
  4   18    2820     5   
  5   16    969      -1  
  6   7     523      -1  
  6   27    2648     -1  
  6   28    4033     6   
  7   23    3814     7   
  8   14    1078     -1  
  8   21    981      -1  
  9   20    1502     -1  
  11  23    896      -1  
  13  21    1177     -1  
  15  27    2872     0   
  16  19    440      -1  
  17  27    1249     1   
  21  28    1495     5   
  23  29    1611     2   
End
