NMec = 98629
T = 17
P = 5
Profits not ignored
Solution time = 5.435e-04
Best Profit = 19839
Terminal Cases = 52009
Task date  Profit    P
  0   17    977      -1  
  1   13    2852     0   
  1   24    2862     1   
  2   7     853      -1  
  2   13    1046     -1  
  2   13    1112     2   
  2   19    1691     -1  
  3   23    2978     3   
  3   33    2856     4   
  5   10    909      -1  
  7   10    710      -1  
  12  28    1799     -1  
  14  29    1895     0   
  14  30    1121     -1  
  17  33    3855     2   
  19  29    1338     -1  
  24  31    1429     3   
End
