NMec = 98629
T = 14
P = 8
Profits not ignored
Solution time = 1.605e-04
Best Profit = 27744
Terminal Cases = 15776
Task date  Profit    P
  0   29    6433     0   
  1   5     670      1   
  1   14    2108     2   
  2   15    1338     -1  
  3   11    1447     3   
  6   18    1476     1   
  6   18    1360     -1  
  8   21    3190     4   
  10  23    1603     5   
  10  24    4017     6   
  10  24    1160     -1  
  13  28    2824     3   
  14  29    2985     7   
  18  25    991      2   
End
