NMec = 98629
T = 37
P = 1
Profits not ignored
Solution time = 4.380e-02
Best Profit = 73730
Terminal Cases = 4016210
Task date  Profit    P
  0   11    2229     0   
  12  23    1438     0   
  14  30    1345     -1  
  17  359   42873    -1  
  24  30    1728     0   
  29  51    5581     -1  
  31  304   49513    -1  
  34  349   65777    0   
  36  358   58858    -1  
  54  74    3769     -1  
  58  73    2045     -1  
  81  89    1087     -1  
  83  102   3135     -1  
  113 206   8964     -1  
  134 266   11476    -1  
  141 364   23194    -1  
  142 162   4943     -1  
  146 167   3684     -1  
  153 175   5021     -1  
  158 176   2556     -1  
  162 168   942      -1  
  182 206   1723     -1  
  184 191   1048     -1  
  196 208   1986     -1  
  215 225   3205     -1  
  219 230   1706     -1  
  230 253   3502     -1  
  252 259   1375     -1  
  271 287   2981     -1  
  285 300   3499     -1  
  287 296   2482     -1  
  301 302   426      -1  
  321 327   774      -1  
  340 349   1201     -1  
  352 366   2558     0   
  356 358   293      -1  
  357 367   1575     -1  
End
