NMec = 98629
T = 37
P = 8
Profits not ignored
Solution time = 2.192e+02
Best Profit = 49143
Terminal Cases = 20742919000
Task date  Profit    P
  0   19    2037     0   
  0   37    6226     1   
  1   9     841      2   
  2   11    2434     3   
  3   24    1765     -1  
  4   11    1268     4   
  4   15    1530     5   
  5   17    1696     -1  
  5   32    5157     6   
  6   24    2680     7   
  8   32    3725     -1  
  11  22    1672     -1  
  11  24    2286     -1  
  11  42    7281     2   
  12  18    889      -1  
  12  20    1949     -1  
  12  23    1922     -1  
  12  24    2204     -1  
  12  24    1089     -1  
  13  29    4522     3   
  14  32    4581     4   
  16  23    928      5   
  18  37    2199     -1  
  21  35    3406     0   
  24  33    2348     -1  
  24  41    2354     5   
  25  28    305      -1  
  25  31    1350     -1  
  26  37    1144     -1  
  26  37    1234     -1  
  27  38    975      -1  
  27  43    2029     -1  
  28  36    902      -1  
  28  37    1353     -1  
  28  46    2038     7   
  34  45    1080     3   
  41  45    780      0   
End
