NMec = 98629
T = 33
P = 5
Profits not ignored
Solution time = 3.018e+00
Best Profit = 46711
Terminal Cases = 485351172
Task date  Profit    P
  0   19    4008     0   
  0   37    4462     -1  
  0   40    3621     -1  
  0   63    10278    1   
  3   30    3846     2   
  5   10    1340     3   
  5   11    1016     -1  
  6   21    2710     4   
  7   21    1556     -1  
  11  31    5195     3   
  11  34    4582     -1  
  17  28    1334     -1  
  18  28    1058     -1  
  18  28    1556     -1  
  21  26    641      -1  
  21  26    859      -1  
  22  38    2650     -1  
  23  36    2741     0   
  23  43    2437     -1  
  24  36    2917     4   
  26  30    1058     -1  
  27  33    1319     -1  
  32  43    1762     2   
  32  47    3661     3   
  33  38    1074     -1  
  40  45    461      -1  
  40  53    3249     0   
  43  49    1198     -1  
  43  58    1258     4   
  46  61    1129     2   
  47  56    769      -1  
  52  62    1715     3   
  57  63    902      0   
End
