NMec = 98629
T = 28
P = 5
Profits not ignored
Solution time = 9.279e-02
Best Profit = 35877
Terminal Cases = 11443837
Task date  Profit    P
  0   41    5777     0   
  2   28    2785     -1  
  5   13    967      -1  
  5   23    4578     1   
  8   27    4106     2   
  8   29    3536     3   
  9   25    3669     4   
  9   28    2284     -1  
  10  19    1882     -1  
  11  20    1824     -1  
  11  20    515      -1  
  18  32    1302     -1  
  18  37    2915     -1  
  19  28    799      -1  
  21  33    3067     -1  
  21  37    2281     -1  
  21  45    2164     -1  
  22  32    2251     -1  
  22  35    2660     -1  
  25  36    2051     1   
  26  39    2383     -1  
  28  45    2616     2   
  31  39    936      -1  
  31  53    3061     3   
  32  52    4052     4   
  38  39    272      -1  
  38  49    1266     1   
  42  55    1165     0   
End
