NMec = 98629
T = 19
P = 8
Profits not ignored
Solution time = 2.795e-03
Best Profit = 22943
Terminal Cases = 310921
Task date  Profit    P
  2   17    2009     -1  
  3   12    1908     0   
  4   15    3435     1   
  5   27    2238     -1  
  6   21    1933     -1  
  7   26    2560     2   
  7   26    1886     -1  
  8   14    711      -1  
  8   19    1762     -1  
  8   20    2380     3   
  8   23    2479     4   
  8   26    2441     5   
  9   17    938      -1  
  11  23    2631     6   
  11  27    2309     7   
  14  19    990      0   
  16  22    807      -1  
  16  29    982      1   
  21  29    828      0   
End
