NMec = 98629
T = 30
P = 5
Profits not ignored
Solution time = 1.587e+00
Best Profit = 43063
Terminal Cases = 187243296
Task date  Profit    P
  0   33    4977     0   
  1   2     439      1   
  1   11    1743     2   
  2   10    1690     3   
  9   14    1117     1   
  9   24    2453     4   
  11  16    1056     -1  
  11  29    1984     -1  
  12  20    2470     2   
  13  21    1587     3   
  15  18    1083     1   
  18  25    1345     -1  
  18  44    4581     -1  
  19  34    3914     1   
  20  35    2125     -1  
  22  35    1338     -1  
  22  41    1640     -1  
  23  44    5188     2   
  24  30    920      3   
  25  36    1154     -1  
  26  39    2176     -1  
  26  49    4240     4   
  28  44    1742     -1  
  31  38    1228     3   
  36  50    2078     0   
  38  52    2514     1   
  38  56    1676     -1  
  39  56    3146     3   
  47  57    1673     2   
  50  54    603      4   
End
