NMec = 98629
T = 33
P = 8
Profits not ignored
Solution time = 2.202e+01
Best Profit = 40773
Terminal Cases = 2926247086
Task date  Profit    P
  0   20    2370     0   
  1   18    1814     -1  
  1   20    3274     1   
  1   41    4045     2   
  2   24    2296     -1  
  3   4     479      3   
  5   18    3118     3   
  6   15    1559     -1  
  8   16    1262     -1  
  8   32    3775     -1  
  9   17    1742     -1  
  11  21    1943     -1  
  11  22    1929     -1  
  11  29    3911     4   
  12  13    413      5   
  12  14    678      6   
  12  16    1241     -1  
  12  25    2415     7   
  15  27    3409     5   
  15  31    4562     6   
  17  28    1400     -1  
  17  37    2244     -1  
  20  28    652      3   
  20  29    1432     -1  
  22  29    1505     0   
  24  36    949      -1  
  27  35    1452     1   
  27  40    2875     7   
  28  40    1831     5   
  29  39    1216     3   
  30  40    1126     0   
  34  40    658      4   
  34  41    784      6   
End
