NMec = 98629
T = 24
P = 4
Profits not ignored
Solution time = 3.490e-02
Best Profit = 32642
Terminal Cases = 3843966
Task date  Profit    P
  0   56    4131     -1  
  1   28    7278     0   
  2   11    2538     1   
  5   19    2023     2   
  10  20    1150     3   
  12  20    2122     1   
  17  21    603      -1  
  17  32    1401     -1  
  22  46    4247     1   
  25  33    1341     2   
  26  29    823      -1  
  26  30    722      -1  
  26  49    2767     3   
  29  36    822      -1  
  29  41    2109     0   
  31  38    552      -1  
  34  48    1446     -1  
  37  43    1329     2   
  39  52    1259     -1  
  41  53    906      -1  
  42  58    2755     0   
  46  52    768      2   
  50  57    930      1   
  50  59    1285     3   
End
