NMec = 98629
T = 35
P = 5
Profits not ignored
Solution time = 1.395e+01
Best Profit = 42923
Terminal Cases = 1342732147
Task date  Profit    P
  1   21    2468     0   
  1   24    2272     -1  
  1   33    4243     1   
  1   68    6787     -1  
  6   24    2776     2   
  9   18    1219     3   
  9   19    1853     -1  
  10  29    1795     -1  
  11  27    4279     4   
  13  20    1759     -1  
  14  23    946      -1  
  14  29    932      -1  
  15  23    855      -1  
  16  19    365      -1  
  19  28    2246     -1  
  19  40    5194     3   
  21  25    1170     -1  
  22  34    1088     0   
  25  46    4832     2   
  28  43    1182     -1  
  29  41    1965     4   
  34  39    1267     -1  
  34  40    621      -1  
  35  49    2782     0   
  37  47    732      -1  
  37  57    4391     1   
  38  51    1011     -1  
  39  55    1744     -1  
  42  44    404      3   
  42  50    1022     -1  
  43  59    1800     4   
  46  60    3681     3   
  51  55    503      0   
  53  58    1298     2   
  55  59    396      -1  
End
