NMec = 98629
T = 27
P = 6
Profits not ignored
Solution time = 2.994e-01
Best Profit = 35283
Terminal Cases = 32382216
Task date  Profit    P
  0   17    2837     0   
  1   8     971      1   
  2   25    2429     2   
  4   10    712      -1  
  4   12    1211     -1  
  4   24    2299     -1  
  5   11    1051     3   
  7   15    1714     -1  
  8   18    2184     4   
  8   30    4876     5   
  9   17    1667     -1  
  9   17    1746     1   
  12  16    1019     -1  
  12  23    1524     3   
  14  24    805      -1  
  14  33    3198     -1  
  15  17    413      -1  
  15  32    1202     -1  
  16  35    2351     -1  
  20  33    3440     0   
  21  32    2545     1   
  22  43    4732     4   
  23  28    528      -1  
  26  34    1998     2   
  26  39    3185     3   
  27  38    1370     -1  
  35  44    1765     0   
End
