NMec = 98629
T = 40
P = 5
Profits not ignored
Solution time = 4.892e+02
Best Profit = 60881
Terminal Cases = 50874281730
Task date  Profit    P
  1   75    7120     -1  
  2   4     826      0   
  7   15    1109     -1  
  7   17    1560     0   
  7   28    2480     -1  
  8   9     366      1   
  9   15    1217     2   
  9   72    11814    3   
  10  18    1415     -1  
  12  17    1452     -1  
  12  21    2439     1   
  12  37    2362     -1  
  12  55    5512     4   
  13  20    756      -1  
  15  31    4459     -1  
  17  27    2079     2   
  19  32    1718     -1  
  20  42    3289     -1  
  21  26    756      0   
  24  38    3330     -1  
  24  45    5798     1   
  25  31    581      -1  
  27  40    3004     0   
  27  40    1442     -1  
  28  38    1462     -1  
  30  42    2767     -1  
  31  48    3142     2   
  40  42    545      -1  
  42  48    2007     0   
  47  58    2993     1   
  50  63    1315     -1  
  51  67    3094     0   
  53  62    819      -1  
  53  69    3724     2   
  57  78    4816     4   
  60  70    2716     1   
  62  73    1871     -1  
  65  75    1512     -1  
  69  76    1952     0   
  71  76    1066     1   
End
