NMec = 98629
T = 19
P = 7
Profits not ignored
Solution time = 3.393e-03
Best Profit = 26026
Terminal Cases = 339353
Task date  Profit    P
  0   9     1699     0   
  0   13    3502     1   
  1   10    1128     -1  
  1   11    1373     -1  
  1   15    2953     2   
  2   29    2020     -1  
  3   18    1294     -1  
  3   23    3369     3   
  5   12    926      -1  
  5   25    2536     4   
  6   13    1468     5   
  9   26    4732     6   
  10  26    1776     -1  
  10  29    1926     0   
  15  22    625      -1  
  16  29    1719     1   
  18  25    1101     2   
  19  27    1021     5   
  22  29    803      -1  
End
