NMec = 98629
T = 16
P = 5
Profits not ignored
Solution time = 2.569e-04
Best Profit = 18840
Terminal Cases = 22244
Task date  Profit    P
  1   5     489      0   
  1   15    1990     -1  
  1   31    7286     1   
  2   18    2383     2   
  2   27    2075     -1  
  4   18    2244     3   
  5   11    1466     4   
  6   15    681      -1  
  6   18    2659     0   
  10  13    585      -1  
  10  18    858      -1  
  12  18    654      -1  
  12  20    545      -1  
  14  20    1330     -1  
  15  23    1568     4   
  23  30    745      0   
End
