NMec = 98629
T = 15
P = 7
Profits not ignored
Solution time = 4.966e-04
Best Profit = 23343
Terminal Cases = 29852
Task date  Profit    P
  1   26    4460     0   
  2   8     1467     1   
  3   20    1386     -1  
  4   11    822      2   
  4   13    2029     3   
  4   25    2354     4   
  4   29    2084     5   
  8   12    381      6   
  8   24    1510     -1  
  11  25    2565     1   
  13  22    1270     -1  
  16  28    3169     2   
  17  29    2697     3   
  20  24    1315     6   
  21  22    213      -1  
End
