NMec = 98629
T = 21
P = 5
Profits not ignored
Solution time = 5.984e-03
Best Profit = 26156
Terminal Cases = 569552
Task date  Profit    P
  0   6     994      0   
  0   14    2560     1   
  2   4     424      2   
  4   24    1883     -1  
  5   29    2401     -1  
  6   10    900      2   
  7   30    2995     0   
  10  16    1785     3   
  12  19    1437     2   
  14  25    2201     -1  
  14  26    1246     -1  
  15  34    3745     1   
  16  32    4378     4   
  17  19    732      -1  
  18  24    1749     3   
  19  34    1172     -1  
  19  35    2279     -1  
  21  39    1761     2   
  22  31    1655     -1  
  25  36    2322     3   
  31  38    1106     0   
End
