NMec = 98629
T = 20
P = 3
Profits not ignored
Solution time = 1.701e-03
Best Profit = 26256
Terminal Cases = 249545
Task date  Profit    P
  1   14    2474     0   
  2   12    1522     1   
  5   8     274      -1  
  5   24    2471     -1  
  6   17    943      2   
  13  28    1405     -1  
  17  38    5156     0   
  19  33    2826     1   
  20  29    2412     2   
  20  32    2255     -1  
  21  30    883      -1  
  27  41    1274     -1  
  29  37    2031     -1  
  32  44    1353     2   
  37  49    2314     1   
  44  64    2294     0   
  51  58    2155     1   
  54  59    1242     -1  
  55  65    1458     2   
  59  64    1349     1   
End
