NMec = 98629
T = 35
P = 6
Profits not ignored
Solution time = 6.018e+00
Best Profit = 42710
Terminal Cases = 581899300
Task date  Profit    P
  0   19    1540     -1  
  0   48    6250     0   
  2   13    1106     -1  
  2   18    2567     1   
  5   35    2536     -1  
  6   24    4513     2   
  7   12    879      -1  
  7   17    1099     -1  
  8   18    2146     -1  
  9   26    2911     3   
  9   35    4515     -1  
  10  35    4922     4   
  11  37    5703     5   
  15  26    1246     -1  
  20  44    3446     1   
  23  35    2507     -1  
  23  42    2281     -1  
  24  39    2407     -1  
  25  44    2051     -1  
  26  37    1169     -1  
  28  40    1721     -1  
  28  41    2209     -1  
  28  43    1802     -1  
  29  38    637      -1  
  29  42    2490     -1  
  31  41    1675     -1  
  33  47    1870     -1  
  33  48    2560     2   
  33  56    3724     3   
  35  43    989      -1  
  35  46    1051     -1  
  36  41    1501     4   
  40  55    1054     5   
  43  57    2152     4   
  48  55    1407     1   
End
