NMec = 98629
T = 23
P = 7
Profits not ignored
Solution time = 2.405e-02
Best Profit = 34425
Terminal Cases = 2615408
Task date  Profit    P
  0   21    3890     0   
  0   24    2282     -1  
  1   3     667      1   
  1   4     846      2   
  1   17    2103     -1  
  1   19    1953     -1  
  2   14    1829     3   
  2   23    4841     4   
  3   25    2689     5   
  5   11    1063     -1  
  5   21    3149     1   
  5   25    4097     2   
  6   8     332      6   
  6   17    1986     -1  
  6   21    1197     -1  
  7   27    2045     -1  
  8   21    2647     -1  
  9   32    4613     6   
  12  17    692      -1  
  14  18    1216     -1  
  15  31    3391     3   
  22  30    2117     0   
  24  32    1964     1   
End
