NMec = 98629
T = 28
P = 7
Profits not ignored
Solution time = 7.868e-01
Best Profit = 43064
Terminal Cases = 96613940
Task date  Profit    P
  0   20    3267     0   
  0   30    8583     1   
  0   37    7866     2   
  1   23    1648     -1  
  2   9     697      -1  
  2   12    1274     3   
  4   12    1128     4   
  4   18    3044     5   
  6   7     222      6   
  6   27    3479     -1  
  8   14    403      -1  
  8   18    709      -1  
  8   19    2174     6   
  8   20    1947     -1  
  10  31    2117     -1  
  13  21    1216     -1  
  14  30    2922     3   
  15  24    1522     4   
  18  33    1478     -1  
  20  28    1934     5   
  20  31    1587     -1  
  20  38    1961     6   
  21  25    437      -1  
  21  26    809      0   
  25  39    2931     4   
  26  27    206      -1  
  27  39    1946     0   
  30  34    1481     5   
End
