NMec = 98629
T = 37
P = 5
Profits not ignored
Solution time = 3.360e+01
Best Profit = 61817
Terminal Cases = 3063488225
Task date  Profit    P
  0   14    2024     0   
  0   14    1219     -1  
  0   15    1110     -1  
  3   8     1605     1   
  5   48    11355    2   
  5   72    15777    3   
  6   28    2899     -1  
  7   17    2428     4   
  8   58    5331     -1  
  9   26    1501     -1  
  10  30    3516     -1  
  11  13    765      -1  
  12  39    5910     1   
  15  35    3821     0   
  22  34    2867     4   
  22  39    3900     -1  
  24  33    1071     -1  
  26  40    2176     -1  
  26  62    6634     -1  
  27  53    3577     -1  
  31  42    988      -1  
  31  44    1444     -1  
  33  54    2999     -1  
  34  36    624      -1  
  34  41    1456     -1  
  35  39    1146     4   
  37  47    2542     0   
  37  59    2632     -1  
  40  49    1123     -1  
  43  63    2686     -1  
  44  56    3559     1   
  46  65    4003     4   
  49  62    1550     0   
  49  63    1191     -1  
  53  63    2151     2   
  53  66    1443     -1  
  60  64    1079     1   
End
