NMec = 98629
T = 23
P = 5
Profits not ignored
Solution time = 1.180e-02
Best Profit = 37002
Terminal Cases = 1365115
Task date  Profit    P
  0   17    3108     0   
  0   19    2597     -1  
  2   6     1005     1   
  2   40    7734     2   
  3   27    4840     3   
  4   42    8656     4   
  5   19    2406     -1  
  5   22    2309     -1  
  6   28    2023     -1  
  8   17    992      -1  
  8   24    3315     -1  
  13  20    803      -1  
  14  28    3470     1   
  16  34    3175     -1  
  16  39    3461     -1  
  21  38    3819     0   
  22  27    1419     -1  
  28  30    398      -1  
  28  41    3493     3   
  30  38    877      1   
  31  36    424      -1  
  33  36    632      -1  
  36  40    457      -1  
End
