NMec = 98629
T = 29
P = 8
Profits not ignored
Solution time = 1.869e+00
Best Profit = 37415
Terminal Cases = 232605456
Task date  Profit    P
  0   13    1560     0   
  1   15    3686     1   
  1   24    3987     2   
  3   6     551      3   
  3   14    2233     4   
  4   18    1671     -1  
  4   21    2745     5   
  5   14    1135     -1  
  5   33    5279     6   
  7   22    1608     -1  
  8   20    2359     -1  
  8   28    1969     -1  
  10  21    1261     -1  
  11  32    2423     -1  
  12  19    1972     3   
  12  27    1596     -1  
  12  32    4609     7   
  14  16    318      0   
  15  22    1337     4   
  17  31    1531     -1  
  18  29    1615     0   
  19  33    1789     1   
  20  28    891      3   
  22  33    1535     5   
  23  33    1386     4   
  25  26    193      -1  
  26  36    1148     2   
  28  29    209      -1  
  29  36    774      3   
End
