NMec = 98629
T = 22
P = 4
Profits not ignored
Solution time = 1.524e-03
Best Profit = 31158
Terminal Cases = 198402
Task date  Profit    P
  0   51    6779     0   
  2   51    9181     1   
  3   28    3506     -1  
  6   16    2231     2   
  8   29    3610     -1  
  8   30    3202     -1  
  8   32    4047     -1  
  8   50    5481     -1  
  9   31    3991     -1  
  10  17    1801     -1  
  11  26    3121     -1  
  13  24    1604     -1  
  13  29    3915     3   
  21  25    1425     -1  
  21  49    5659     2   
  24  35    2119     -1  
  30  41    1987     -1  
  31  36    1180     -1  
  31  40    2685     3   
  35  47    1653     -1  
  37  50    1482     -1  
  47  51    708      3   
End
