NMec = 98629
T = 29
P = 3
Profits not ignored
Solution time = 9.272e-02
Best Profit = 33883
Terminal Cases = 9188476
Task date  Profit    P
  0   16    1827     0   
  10  27    3576     1   
  15  26    2609     2   
  21  31    806      -1  
  21  41    3222     0   
  30  36    883      1   
  32  54    2187     -1  
  35  53    2919     2   
  38  45    809      -1  
  38  49    2378     1   
  48  52    434      0   
  58  80    3456     0   
  64  81    1387     -1  
  65  75    1636     1   
  67  81    3164     -1  
  68  82    3037     -1  
  69  73    352      -1  
  69  77    1569     2   
  69  90    4007     -1  
  70  77    1190     -1  
  74  86    1222     -1  
  74  89    2011     -1  
  77  87    1400     -1  
  77  91    1467     -1  
  77  93    3406     1   
  78  92    3789     2   
  79  87    801      -1  
  83  92    918      -1  
  84  91    2179     0   
End
