NMec = 98629
T = 21
P = 8
Profits not ignored
Solution time = 1.470e-02
Best Profit = 28235
Terminal Cases = 1763698
Task date  Profit    P
  0   16    1674     0   
  0   26    3350     1   
  2   8     1128     2   
  4   16    1051     -1  
  4   22    3107     3   
  5   23    1918     4   
  6   12    573      -1  
  6   21    2558     5   
  7   13    1286     6   
  7   21    3329     7   
  7   21    991      -1  
  8   15    780      -1  
  10  12    752      -1  
  10  21    1798     2   
  14  26    2054     6   
  19  24    569      -1  
  19  26    810      0   
  20  29    805      -1  
  22  27    1372     2   
  22  29    1911     5   
  23  29    1940     3   
End
