NMec = 98629
T = 15
P = 2
Profits not ignored
Solution time = 5.811e-05
Best Profit = 17397
Terminal Cases = 6094
Task date  Profit    P
  1   9     843      0   
  5   19    1392     1   
  10  20    1246     -1  
  13  32    4567     -1  
  17  56    5903     0   
  19  27    1079     -1  
  24  25    252      1   
  25  46    3037     -1  
  28  45    2974     1   
  46  49    494      -1  
  49  67    3347     1   
  54  60    883      -1  
  59  70    2686     0   
  60  70    1142     -1  
  67  69    182      -1  
End
