NMec = 98629
T = 26
P = 6
Profits not ignored
Solution time = 8.169e-02
Best Profit = 40299
Terminal Cases = 8755230
Task date  Profit    P
  1   7     743      0   
  1   23    3457     1   
  2   16    2413     2   
  2   42    7149     3   
  4   13    1575     4   
  5   34    2612     -1  
  6   26    3024     -1  
  7   31    5635     5   
  11  24    3541     0   
  11  33    3280     -1  
  14  36    2081     -1  
  15  35    2510     -1  
  15  36    2258     -1  
  18  21    1045     2   
  19  22    280      -1  
  20  32    3434     -1  
  21  40    2147     -1  
  21  40    4714     4   
  22  37    1331     -1  
  23  40    3362     2   
  24  31    1576     1   
  27  39    2279     0   
  28  38    850      -1  
  31  32    227      -1  
  35  42    1041     1   
  36  41    1769     5   
End
