NMec = 98629
T = 18
P = 5
Profits not ignored
Solution time = 6.153e-04
Best Profit = 22278
Terminal Cases = 36180
Task date  Profit    P
  0   14    990      0   
  2   26    3711     1   
  3   26    6673     2   
  8   27    2633     -1  
  10  22    1269     -1  
  10  23    1874     -1  
  10  24    1763     -1  
  11  15    483      3   
  11  19    1182     -1  
  11  25    3571     4   
  14  17    378      -1  
  14  28    1551     -1  
  14  33    1315     -1  
  15  35    3221     0   
  16  29    2310     3   
  17  30    1999     -1  
  18  28    909      -1  
  27  34    1319     1   
End
