NMec = 98629
T = 24
P = 8
Profits not ignored
Solution time = 3.324e-02
Best Profit = 35645
Terminal Cases = 3196757
Task date  Profit    P
  2   25    4912     0   
  3   15    1486     1   
  3   21    4123     2   
  4   27    3283     -1  
  5   14    2112     3   
  5   29    3367     -1  
  6   19    2330     -1  
  6   28    5812     4   
  7   27    3507     5   
  8   14    732      -1  
  8   21    1339     -1  
  8   28    2589     -1  
  9   20    3004     -1  
  10  28    4913     6   
  11  26    942      -1  
  12  18    1701     -1  
  14  26    1424     -1  
  14  28    1127     -1  
  14  29    1205     -1  
  14  29    3512     7   
  15  27    2407     3   
  17  28    2051     1   
  19  28    1643     -1  
  25  28    810      2   
End
