NMec = 98629
T = 23
P = 4
Profits not ignored
Solution time = 8.295e-03
Best Profit = 31090
Terminal Cases = 1051096
Task date  Profit    P
  0   12    1110     -1  
  0   57    7141     0   
  1   21    3757     1   
  2   49    5604     -1  
  4   15    1353     2   
  4   20    1224     -1  
  8   27    4218     3   
  11  24    1229     -1  
  13  28    2784     -1  
  13  29    2517     -1  
  16  24    1706     -1  
  19  30    2822     2   
  19  38    2231     -1  
  24  26    314      1   
  28  51    2679     -1  
  28  51    3113     -1  
  28  53    4207     1   
  32  36    1363     2   
  32  48    3214     3   
  35  40    740      -1  
  42  43    166      -1  
  42  54    2110     2   
  51  53    591      3   
End
