NMec = 98629
T = 18
P = 6
Profits not ignored
Solution time = 1.063e-03
Best Profit = 26335
Terminal Cases = 110420
Task date  Profit    P
  0   8     1130     0   
  1   14    1985     -1  
  3   20    2819     1   
  4   20    2415     -1  
  4   21    3442     2   
  4   23    4727     3   
  5   12    2062     4   
  8   24    2862     5   
  9   13    523      -1  
  9   20    1991     -1  
  11  27    2781     0   
  12  20    1311     -1  
  12  23    1038     -1  
  13  25    1032     -1  
  13  28    4004     4   
  14  18    1221     -1  
  21  29    2048     1   
  24  27    460      2   
End
