NMec = 98629
T = 34
P = 6
Profits not ignored
Solution time = 7.913e+00
Best Profit = 46096
Terminal Cases = 720598475
Task date  Profit    P
  1   12    1220     0   
  2   54    8762     1   
  2   56    6029     -1  
  5   13    780      -1  
  5   18    2407     2   
  9   28    1445     -1  
  9   51    8788     3   
  11  31    3821     4   
  12  24    1730     5   
  13  29    2182     0   
  16  51    3952     -1  
  17  39    3235     -1  
  18  29    2011     -1  
  20  45    2071     -1  
  21  42    3240     2   
  22  30    812      -1  
  23  39    1976     -1  
  24  41    1780     -1  
  26  29    510      -1  
  26  53    4981     5   
  27  49    4349     -1  
  29  41    2162     -1  
  30  35    1475     0   
  31  49    1897     -1  
  33  42    1878     4   
  35  45    959      -1  
  37  41    1003     0   
  39  54    985      -1  
  39  54    2074     -1  
  41  42    462      -1  
  42  47    984      0   
  43  51    1771     2   
  45  51    1127     4   
  48  54    727      0   
End
