NMec = 98629
T = 24
P = 3
Profits not ignored
Solution time = 6.583e-03
Best Profit = 33785
Terminal Cases = 959682
Task date  Profit    P
  0   3     528      0   
  1   7     1197     1   
  1   11    2158     2   
  3   74    7070     -1  
  4   17    3026     0   
  6   22    3098     -1  
  6   33    3010     -1  
  10  21    2092     1   
  11  31    1870     -1  
  13  28    2422     -1  
  14  32    1522     -1  
  19  26    1811     0   
  19  39    6128     2   
  21  25    429      -1  
  25  51    3571     1   
  26  43    3223     -1  
  27  31    1428     0   
  31  41    1578     -1  
  34  41    1686     0   
  49  54    1447     0   
  49  69    2721     2   
  53  66    3202     1   
  57  64    672      -1  
  58  76    2790     0   
End
