NMec = 98629
T = 31
P = 8
Profits not ignored
Solution time = 5.223e+00
Best Profit = 35897
Terminal Cases = 555608672
Task date  Profit    P
  0   38    4407     0   
  1   3     534      1   
  1   9     874      2   
  2   4     813      3   
  4   20    1685     1   
  6   16    1184     3   
  7   15    2052     4   
  8   27    2731     -1  
  9   24    2208     -1  
  10  18    1115     -1  
  10  29    3359     2   
  12  17    955      -1  
  12  23    3172     5   
  13  24    2495     -1  
  13  25    2329     -1  
  13  28    3751     6   
  14  28    1329     -1  
  15  34    3168     -1  
  15  35    3493     7   
  16  20    683      -1  
  17  24    1831     3   
  17  26    1813     -1  
  17  30    2469     4   
  19  25    1285     -1  
  23  30    1285     -1  
  23  35    1588     1   
  24  32    1022     -1  
  24  36    2070     5   
  25  34    871      3   
  33  37    1450     2   
  34  36    294      4   
End
