NMec = 98629
T = 28
P = 8
Profits not ignored
Solution time = 5.036e-01
Best Profit = 40975
Terminal Cases = 62318856
Task date  Profit    P
  1   8     1076     0   
  1   11    2445     1   
  1   17    3470     2   
  1   22    5991     3   
  2   12    1975     4   
  2   13    1689     5   
  2   22    3028     -1  
  3   16    1233     -1  
  3   29    3593     6   
  4   30    1937     -1  
  5   30    2620     -1  
  6   18    2630     7   
  6   19    1614     -1  
  8   25    1771     -1  
  9   23    1250     -1  
  9   26    1311     -1  
  9   29    3718     0   
  13  14    471      1   
  13  28    1201     -1  
  13  30    2029     4   
  14  22    2004     5   
  14  23    903      -1  
  17  34    1503     -1  
  17  34    5091     1   
  18  33    1556     2   
  19  31    2662     7   
  21  22    550      -1  
  26  30    575      3   
End
