NMec = 98629
T = 16
P = 4
Profits not ignored
Solution time = 1.813e-04
Best Profit = 21518
Terminal Cases = 14686
Task date  Profit    P
  0   18    2395     0   
  1   22    2905     1   
  2   19    4158     2   
  4   25    2549     -1  
  6   10    633      3   
  7   28    2269     -1  
  10  29    2823     -1  
  11  16    584      3   
  18  28    2331     -1  
  18  30    1589     -1  
  18  35    2940     3   
  19  29    1321     -1  
  20  32    1499     0   
  22  35    3857     2   
  28  38    2547     1   
  28  38    675      -1  
End
