NMec = 98629
T = 24
P = 7
Profits not ignored
Solution time = 5.510e-02
Best Profit = 32172
Terminal Cases = 6403639
Task date  Profit    P
  0   8     2016     0   
  0   14    1992     1   
  1   22    3857     2   
  1   23    2211     -1  
  3   17    1274     -1  
  3   20    4101     3   
  5   13    977      4   
  6   9     358      5   
  6   19    2933     6   
  6   20    940      -1  
  7   25    1397     -1  
  9   17    1329     -1  
  9   21    1868     -1  
  9   21    2508     0   
  12  27    2809     -1  
  13  29    4404     5   
  15  30    2000     1   
  17  29    2601     4   
  17  33    1669     -1  
  19  27    1469     -1  
  20  26    786      6   
  23  28    1136     0   
  24  33    1881     2   
  25  31    622      3   
End
