NMec = 98629
T = 18
P = 4
Profits not ignored
Solution time = 3.573e-04
Best Profit = 25125
Terminal Cases = 39195
Task date  Profit    P
  0   44    8076     0   
  1   6     518      1   
  1   23    1935     -1  
  3   13    1188     2   
  3   21    2210     3   
  5   25    2292     -1  
  5   27    3157     -1  
  9   17    691      -1  
  10  22    1375     -1  
  11  29    3621     1   
  14  36    4197     2   
  15  43    3384     -1  
  18  38    3697     -1  
  19  30    1354     -1  
  22  39    2453     -1  
  23  34    2762     3   
  33  42    1745     1   
  35  44    808      3   
End
