NMec = 98629
T = 16
P = 7
Profits not ignored
Solution time = 3.400e-04
Best Profit = 25027
Terminal Cases = 31052
Task date  Profit    P
  1   10    1587     -1  
  1   12    833      -1  
  1   16    2252     -1  
  1   16    1405     -1  
  3   11    1160     -1  
  3   22    3911     0   
  4   18    3059     1   
  4   28    3508     2   
  5   19    2732     3   
  5   22    3252     4   
  5   23    3862     5   
  6   7     409      -1  
  6   9     824      6   
  6   13    902      -1  
  7   22    1665     -1  
  10  26    3879     6   
End
