NMec = 98629
T = 40
P = 6
Profits not ignored
Solution time = 1.409e+03
Best Profit = 59437
Terminal Cases = 121349689770
Task date  Profit    P
  4   22    3256     0   
  5   44    2880     -1  
  6   22    3605     1   
  7   15    678      -1  
  7   16    2044     2   
  7   19    1485     3   
  9   17    746      -1  
  9   20    852      -1  
  11  13    467      4   
  12  13    372      5   
  12  21    1673     -1  
  14  61    9966     4   
  15  64    8517     5   
  18  33    2835     -1  
  18  41    5014     2   
  20  24    821      -1  
  20  28    670      -1  
  21  42    4408     3   
  23  34    1393     -1  
  23  42    4420     0   
  24  38    1611     1   
  25  39    2535     -1  
  27  35    1316     -1  
  27  38    1343     -1  
  29  50    2012     -1  
  39  47    2342     1   
  39  63    2992     -1  
  42  56    2012     2   
  43  60    2257     -1  
  46  56    1984     0   
  46  59    2518     3   
  46  62    2326     -1  
  48  56    1818     -1  
  48  60    2997     1   
  49  60    1203     -1  
  50  59    1442     -1  
  53  65    1891     -1  
  55  65    1211     -1  
  57  61    1211     0   
  59  66    1208     2   
End
