NMec = 98629
T = 21
P = 3
Profits not ignored
Solution time = 8.938e-04
Best Profit = 26169
Terminal Cases = 87988
Task date  Profit    P
  8   33    6677     0   
  10  13    622      1   
  10  23    1387     -1  
  11  23    1886     2   
  15  38    5299     1   
  16  65    5090     -1  
  20  32    2353     -1  
  25  65    4205     -1  
  27  36    1374     -1  
  27  38    769      -1  
  27  41    2379     -1  
  28  32    546      -1  
  29  65    3566     -1  
  31  52    5636     2   
  37  42    1055     0   
  37  52    2147     -1  
  40  45    1429     -1  
  40  59    2438     1   
  44  45    216      -1  
  44  57    1321     0   
  63  68    1235     0   
End
