NMec = 98629
T = 16
P = 3
Profits not ignored
Solution time = 1.401e-04
Best Profit = 14187
Terminal Cases = 16992
Task date  Profit    P
  0   27    2603     -1  
  2   22    1485     -1  
  3   18    1591     0   
  5   20    2342     1   
  6   19    1182     -1  
  13  21    1214     -1  
  13  23    1646     2   
  14  28    1880     -1  
  20  34    1452     0   
  23  28    576      -1  
  24  36    1727     1   
  26  41    1843     2   
  35  44    1342     0   
  37  45    872      1   
  43  47    684      2   
  46  51    688      0   
End
