NMec = 98629
T = 25
P = 3
Profits not ignored
Solution time = 5.897e-03
Best Profit = 27757
Terminal Cases = 674556
Task date  Profit    P
  1   71    5322     -1  
  2   66    7395     0   
  3   11    884      -1  
  4   20    2080     -1  
  5   29    1855     -1  
  6   9     550      1   
  8   25    3158     -1  
  8   26    4349     2   
  9   27    2663     -1  
  9   81    4987     -1  
  10  21    2123     1   
  19  33    1261     -1  
  19  33    1344     -1  
  23  32    1558     1   
  31  40    1609     2   
  31  44    1213     -1  
  37  52    3119     1   
  40  81    2990     -1  
  42  50    1264     2   
  44  69    2140     -1  
  51  70    3311     2   
  52  55    364      -1  
  56  65    2260     -1  
  58  79    2479     1   
  65  68    320      -1  
End
