NMec = 98629
T = 38
P = 5
Profits not ignored
Solution time = 1.827e+01
Best Profit = 64257
Terminal Cases = 1638504726
Task date  Profit    P
  0   46    8934     0   
  1   26    6117     1   
  1   69    6327     -1  
  1   75    7059     -1  
  2   7     1413     2   
  2   22    3430     3   
  6   47    7759     4   
  12  26    1784     -1  
  13  32    1493     -1  
  14  38    6639     2   
  15  31    3093     -1  
  19  43    1959     -1  
  20  60    4374     -1  
  21  30    1760     -1  
  21  40    2702     -1  
  23  32    942      -1  
  23  36    2691     -1  
  24  44    3188     -1  
  25  36    1615     -1  
  25  61    10578    3   
  26  37    1587     -1  
  27  74    9754     1   
  34  60    4111     -1  
  38  47    1476     -1  
  39  51    1237     -1  
  40  62    3077     -1  
  46  52    1463     2   
  46  54    1144     -1  
  46  61    3094     -1  
  47  56    1175     0   
  49  51    290      4   
  54  71    2981     2   
  55  64    1704     4   
  55  67    1099     -1  
  56  69    1631     -1  
  57  62    1248     0   
  58  66    871      -1  
  62  68    772      3   
End
