NMec = 98629
T = 25
P = 4
Profits not ignored
Solution time = 1.978e-02
Best Profit = 38749
Terminal Cases = 2298918
Task date  Profit    P
  0   10    2816     0   
  0   54    8108     1   
  1   18    3775     2   
  1   52    10776    3   
  3   35    4160     -1  
  6   20    1473     -1  
  7   23    1644     -1  
  8   17    1061     -1  
  11  21    1015     0   
  12  16    525      -1  
  12  45    3493     -1  
  24  39    1713     -1  
  25  35    1297     -1  
  25  48    4932     0   
  26  47    6152     2   
  30  49    3825     -1  
  32  40    2190     -1  
  32  43    2449     -1  
  35  39    385      -1  
  36  43    1992     -1  
  36  43    1472     -1  
  42  46    495      -1  
  45  48    739      -1  
  46  54    907      -1  
  50  60    1175     0   
End
