NMec = 98629
T = 16
P = 8
Profits not ignored
Solution time = 5.178e-04
Best Profit = 28866
Terminal Cases = 55258
Task date  Profit    P
  0   11    1439     -1  
  0   17    3864     0   
  0   25    2745     1   
  1   22    2526     2   
  1   24    2719     3   
  3   9     1696     4   
  4   22    5078     5   
  5   14    2374     6   
  5   29    4145     7   
  8   23    2370     -1  
  9   16    1641     -1  
  9   19    1395     -1  
  11  20    1603     -1  
  11  24    2041     4   
  15  23    928      6   
  18  20    750      0   
End
