NMec = 98629
T = 17
P = 8
Profits not ignored
Solution time = 8.333e-04
Best Profit = 23875
Terminal Cases = 77911
Task date  Profit    P
  2   27    2084     -1  
  4   21    3637     0   
  4   26    3329     1   
  4   28    1831     -1  
  5   28    1824     -1  
  6   23    2359     2   
  6   24    2125     -1  
  7   22    3335     3   
  8   24    2456     4   
  8   24    2885     5   
  12  20    1729     -1  
  14  24    2820     6   
  17  26    2515     7   
  18  24    948      -1  
  18  28    707      -1  
  19  28    1279     -1  
  24  25    539      0   
End
