NMec = 98629
T = 15
P = 3
Profits not ignored
Solution time = 7.125e-05
Best Profit = 21414
Terminal Cases = 7051
Task date  Profit    P
  1   6     987      -1  
  2   12    1896     0   
  4   12    2085     1   
  4   46    5584     2   
  5   30    3923     -1  
  5   40    2852     -1  
  14  22    1985     0   
  16  31    3803     -1  
  19  40    3619     -1  
  20  28    2390     1   
  24  36    2531     0   
  24  39    3165     -1  
  30  38    2129     1   
  37  44    1489     0   
  40  48    1325     1   
End
