NMec = 98629
T = 39
P = 8
Profits not ignored
Solution time = 9.086e+02
Best Profit = 65246
Terminal Cases = 91380444734
Task date  Profit    P
  0   5     866      0   
  1   10    1224     1   
  1   14    2713     2   
  3   14    2543     3   
  3   15    2803     4   
  3   45    8156     5   
  4   13    1393     -1  
  4   17    3121     6   
  4   24    4781     7   
  5   45    3634     -1  
  6   23    3328     0   
  7   16    1791     -1  
  8   17    712      -1  
  11  39    7476     1   
  12  36    4472     -1  
  15  21    1943     2   
  15  26    700      -1  
  15  36    2167     -1  
  16  25    1473     -1  
  16  27    2651     3   
  16  32    1855     -1  
  17  30    1424     -1  
  17  35    1517     -1  
  18  33    1776     -1  
  18  33    3124     4   
  19  30    1272     -1  
  20  36    4782     6   
  22  26    1024     -1  
  23  41    2974     2   
  24  34    1197     -1  
  24  44    3785     0   
  29  31    441      3   
  29  47    1890     -1  
  30  48    2647     7   
  33  46    2879     3   
  34  36    523      -1  
  34  38    1037     4   
  38  43    1004     6   
  41  47    968      1   
End
