NMec = 98629
T = 32
P = 8
Profits not ignored
Solution time = 1.878e+00
Best Profit = 47469
Terminal Cases = 199767015
Task date  Profit    P
  1   37    5579     0   
  3   9     1861     1   
  3   15    822      2   
  3   17    1478     -1  
  3   33    7242     3   
  4   34    2575     -1  
  5   10    973      4   
  5   15    698      -1  
  5   19    1212     -1  
  5   22    3223     5   
  5   28    5411     6   
  6   27    3821     -1  
  7   31    6145     7   
  8   32    4349     -1  
  9   30    2583     -1  
  9   39    4135     -1  
  10  39    3118     -1  
  11  21    2087     1   
  11  26    2279     -1  
  11  34    5438     4   
  12  20    996      -1  
  15  23    1607     -1  
  15  29    2055     -1  
  16  27    1762     -1  
  16  30    4044     2   
  18  31    1637     -1  
  19  28    2183     -1  
  19  33    1536     -1  
  20  30    1431     -1  
  21  29    1496     -1  
  22  32    2394     1   
  24  36    2250     5   
End
