NMec = 98629
T = 38
P = 6
Profits not ignored
Solution time = 7.947e+02
Best Profit = 45697
Terminal Cases = 68906061564
Task date  Profit    P
  2   24    2403     0   
  3   11    1184     1   
  3   13    562      2   
  4   17    2617     3   
  6   8     563      4   
  8   21    1785     5   
  10  15    1002     4   
  10  21    1170     -1  
  12  18    861      -1  
  12  22    1635     1   
  14  33    3525     2   
  19  20    363      -1  
  19  22    417      -1  
  19  40    2492     3   
  20  28    855      4   
  24  36    2714     1   
  25  47    4465     0   
  27  31    780      -1  
  28  48    3083     -1  
  29  31    800      -1  
  29  33    391      -1  
  29  35    794      -1  
  30  33    396      -1  
  31  35    1334     4   
  31  40    1032     5   
  32  48    1254     -1  
  32  55    2650     -1  
  35  60    3566     2   
  37  49    1256     -1  
  38  63    3596     1   
  40  46    689      -1  
  40  52    1352     -1  
  42  61    4048     3   
  44  52    844      -1  
  44  58    2800     4   
  44  60    2976     5   
  48  55    543      0   
  54  56    382      -1  
End
