NMec = 98629
T = 34
P = 4
Profits not ignored
Solution time = 1.030e+01
Best Profit = 39143
Terminal Cases = 1146527384
Task date  Profit    P
  0   4     618      0   
  1   17    2590     1   
  6   17    1765     0   
  7   13    1100     2   
  9   29    2747     3   
  13  39    3830     -1  
  17  22    957      2   
  18  25    1006     0   
  19  28    1201     1   
  23  50    4441     2   
  25  34    1198     -1  
  25  43    1246     -1  
  28  38    2481     0   
  29  45    2251     1   
  29  49    2520     -1  
  30  39    1099     3   
  37  48    1376     -1  
  38  41    775      -1  
  38  55    2284     -1  
  40  50    2360     0   
  40  52    1601     -1  
  41  53    1310     -1  
  44  47    568      3   
  44  52    1091     -1  
  46  48    495      -1  
  46  54    1146     -1  
  46  57    1706     1   
  48  68    4023     3   
  56  70    2414     0   
  57  74    2103     2   
  58  65    1554     1   
  58  67    746      -1  
  68  75    884      1   
  69  79    1275     3   
End
