NMec = 98629
T = 21
P = 2
Profits not ignored
Solution time = 5.147e-04
Best Profit = 23934
Terminal Cases = 58228
Task date  Profit    P
  1   15    1413     -1  
  2   65    5011     -1  
  3   15    1827     0   
  4   28    3632     1   
  5   17    1744     -1  
  6   101   7149     -1  
  12  20    1085     -1  
  18  34    1635     0   
  29  48    5039     1   
  33  41    1545     -1  
  35  45    1233     -1  
  36  52    1421     -1  
  38  47    950      -1  
  43  51    2095     0   
  50  61    2538     1   
  54  64    1325     -1  
  57  65    784      -1  
  61  77    1440     0   
  70  91    4377     1   
  74  80    1218     -1  
  80  89    1351     0   
End
