NMec = 98629
T = 21
P = 7
Profits not ignored
Solution time = 5.705e-03
Best Profit = 25579
Terminal Cases = 612316
Task date  Profit    P
  0   6     1216     0   
  0   15    2890     1   
  0   20    2619     -1  
  1   8     2017     2   
  1   10    1675     3   
  1   15    1604     -1  
  2   12    1524     -1  
  2   15    1358     -1  
  2   16    1524     -1  
  3   21    1358     -1  
  4   21    3722     4   
  6   8     715      -1  
  6   16    2938     5   
  6   16    1405     -1  
  6   28    3144     6   
  7   12    1134     -1  
  7   26    2166     0   
  11  16    677      -1  
  11  20    1260     2   
  12  28    2626     3   
  21  28    1925     1   
End
