NMec = 98629
T = 18
P = 7
Profits not ignored
Solution time = 2.256e-03
Best Profit = 26119
Terminal Cases = 180528
Task date  Profit    P
  0   12    1642     0   
  0   18    2217     1   
  1   24    5873     2   
  2   7     1190     3   
  3   9     1412     4   
  3   28    2971     5   
  7   28    1582     -1  
  11  21    1617     3   
  12  14    477      4   
  13  26    1884     0   
  13  29    3492     6   
  14  22    715      -1  
  17  19    399      -1  
  17  23    827      -1  
  17  24    1429     4   
  18  29    1069     -1  
  19  26    1121     -1  
  19  27    1915     1   
End
