NMec = 98629
T = 33
P = 2
Profits not ignored
Solution time = 2.950e-01
Best Profit = 51359
Terminal Cases = 38909870
Task date  Profit    P
  0   164   28260    0   
  15  25    1603     1   
  18  30    2170     -1  
  26  68    7068     1   
  36  43    1265     -1  
  45  59    2384     -1  
  46  66    1890     -1  
  48  74    4467     -1  
  52  69    2276     -1  
  62  69    1080     -1  
  62  71    1605     -1  
  72  93    4833     1   
  74  81    1421     -1  
  78  88    2434     -1  
  81  82    160      -1  
  82  91    944      -1  
  90  96    632      -1  
  90  108   2092     -1  
  98  108   2574     1   
  102 116   2389     -1  
  102 136   2940     -1  
  107 124   4014     -1  
  113 133   3431     1   
  114 122   2232     -1  
  116 137   3018     -1  
  117 124   1204     -1  
  118 123   852      -1  
  135 157   2756     -1  
  137 148   2364     -1  
  140 157   3590     1   
  146 158   1080     -1  
  147 148   173      -1  
  155 161   1109     -1  
End
