NMec = 98629
T = 14
P = 6
Profits not ignored
Solution time = 1.240e-04
Best Profit = 22063
Terminal Cases = 12111
Task date  Profit    P
  2   18    1698     0   
  2   22    3745     1   
  2   27    5053     2   
  4   20    2002     3   
  4   28    5043     4   
  5   13    954      5   
  6   11    602      -1  
  9   17    969      -1  
  9   20    1894     -1  
  10  12    605      -1  
  15  23    1109     -1  
  15  29    2159     5   
  17  21    612      -1  
  20  28    1409     0   
End
