NMec = 98629
T = 19
P = 4
Profits not ignored
Solution time = 6.568e-04
Best Profit = 26443
Terminal Cases = 54544
Task date  Profit    P
  1   5     1412     0   
  1   15    1326     1   
  4   47    6551     2   
  5   20    2478     -1  
  5   23    2662     3   
  6   33    4597     -1  
  8   9     277      -1  
  8   33    5848     0   
  11  35    4158     -1  
  13  27    3130     -1  
  17  34    2204     -1  
  18  39    1882     -1  
  19  29    2554     1   
  22  35    3227     -1  
  24  46    3868     3   
  25  40    1799     -1  
  26  41    2334     -1  
  30  43    2222     1   
  33  46    1204     -1  
End
