NMec = 98629
T = 39
P = 3
Profits not ignored
Solution time = 3.707e+01
Best Profit = 54315
Terminal Cases = 2976837512
Task date  Profit    P
  7   14    1287     0   
  9   14    1173     1   
  14  30    1208     2   
  17  22    1177     0   
  19  95    5360     -1  
  28  40    1073     -1  
  29  51    3259     0   
  31  32    358      1   
  31  45    1794     2   
  35  47    918      -1  
  35  81    5114     -1  
  39  60    2662     -1  
  40  90    12364    1   
  44  58    2116     -1  
  44  67    3720     -1  
  48  76    8163     2   
  49  67    1463     -1  
  53  59    814      -1  
  53  60    1010     -1  
  55  105   13398    0   
  60  69    1706     -1  
  62  78    2300     -1  
  63  85    5419     -1  
  70  78    1049     -1  
  79  90    661      -1  
  81  98    1840     2   
  85  99    1306     -1  
  91  95    734      1   
  97  106   1281     -1  
  102 121   2910     1   
  103 119   1146     -1  
  104 110   1536     2   
  104 119   2155     -1  
  104 122   2412     -1  
  106 117   2130     0   
  106 125   2004     -1  
  110 115   554      -1  
  113 117   984      2   
  113 125   946      -1  
End
