NMec = 98629
T = 25
P = 8
Profits not ignored
Solution time = 9.816e-02
Best Profit = 42615
Terminal Cases = 11613406
Task date  Profit    P
  0   15    1341     -1  
  0   16    2189     0   
  1   16    3132     1   
  1   17    3154     2   
  3   18    3833     3   
  3   24    2486     -1  
  4   28    4450     4   
  5   12    1028     5   
  5   31    2465     -1  
  6   15    1130     -1  
  6   23    3364     6   
  7   31    3886     -1  
  8   20    2210     -1  
  8   22    2909     -1  
  9   26    2590     -1  
  9   31    5040     7   
  10  17    926      -1  
  14  31    4599     5   
  16  29    2195     -1  
  17  27    2657     0   
  17  27    2904     1   
  18  27    1374     -1  
  18  31    3376     2   
  21  30    1976     3   
  25  28    913      6   
End
